ID,Age,MonthlyIncome,NumberOfDependents,RevolvingUtilizationOfUnsecuredLines,DebtRatio,OpenCreditCardLoans,DaysPastDue90,OpenRealEstateLoans,LastYearProfit
144461,31,NA,0,1.335548173,21.0,1,0,0,-765.0
144465,41,6000,1,0.033332099,0.223296117,6,0,2,292.0
144466,41,2760,0,0.086972826,0.037667512,2,0,0,155.0
144470,57,2800,0,0.954378898,1.245983577,8,0,1,1277.0
144471,33,2700,2,0.108568163,0.197704554,6,0,0,913.0
144476,66,11100,0,0.077424768,0.404918476,35,0,3,1173.0
144484,44,6416,0,0.295276462,0.749883123,16,0,1,579.0
144485,26,NA,3,0.950198076,522.0,7,0,0,835.0
144497,40,7416,2,0.455211469,0.535391668,9,0,3,745.0
144501,50,3188,1,0.055462969,0.057698338,2,0,0,2531.0
144504,60,4261,0,0.080648329,0.469263257,13,0,2,1253.0
144508,63,NA,0,0.048154048,12614.0,20,0,9,1426.0
144512,52,11083,3,0.282728757,0.470407795,13,0,2,328.0
144518,26,5400,1,0.669538992,0.11553416,11,0,0,-998.0
144522,64,NA,1,0.042423727,45.0,3,0,1,1249.0
144536,78,NA,0,0.9999999,33.0,2,0,0,1721.0
144537,44,1,3,0.511974401,842.0,3,0,1,288.0
144544,37,NA,1,1.074770092,2602.0,6,0,1,619.0
144548,59,NA,1,0.80038316,2217.0,9,0,2,1491.0
144551,41,1200,0,0.610946925,1.175686928,12,0,0,437.0
144563,59,11600,1,0.055502723,0.146280493,5,0,1,1162.0
144564,75,NA,NA,0.036344782,43.0,4,0,0,1843.0
144568,62,NA,0,0.173863213,1656.0,6,0,2,749.0
144569,53,1500,0,0.283589551,0.980679547,7,0,1,1063.0
144572,63,7334,0,0.369893648,0.852215406,7,0,2,989.0
144574,45,5600,2,3.15773E-4,0.280842707,15,0,2,1302.0
144582,37,9600,1,0.159467853,0.473284033,12,0,1,1250.0
144594,49,9330,1,0.516381868,0.549458793,10,0,2,1015.0
144601,45,NA,0,0.144373673,2384.0,4,0,1,400.0
144602,48,5800,2,0.686573383,0.118600241,7,0,1,1903.0
144606,54,3500,0,0.738250716,0.691802342,8,0,1,1271.0
144620,63,5500,0,0.062313017,0.387929467,18,0,3,266.0
144622,62,6833,1,0.9999999,0.350453614,5,0,1,-1742.0
144624,47,5833,1,0.311268873,0.351045595,6,0,2,268.0
144626,56,7763,0,0.050078841,0.457753735,6,0,3,1675.0
144634,65,12000,1,0.097220422,0.471710691,13,0,2,564.0
144644,41,12500,2,0.124013177,0.179025678,10,0,2,1023.0
144645,59,NA,0,0.07979601,47.0,1,0,0,595.0
144647,64,4250,0,0.046514629,0.300635145,4,0,1,6461.0
144652,36,NA,0,0.501564669,1886.0,9,0,1,750.0
144657,72,NA,0,0.002407054,2.0,8,0,0,534.0
144658,43,NA,0,0.074903641,1774.0,14,0,1,518.0
144661,60,4582,0,0.211471541,0.034475235,4,0,0,1631.0
144662,61,6500,0,0.685423949,0.333640978,11,0,0,766.0
144665,74,4538,1,0.910205072,0.293236396,10,0,1,-2315.0
144668,30,1733,0,0.379749137,0.251441753,4,0,0,279.0
144673,52,NA,0,0.363868674,936.0,6,0,0,526.0
144674,28,5500,1,0.028959101,0.211779676,20,0,0,1498.0
144682,50,7700,0,0.041251943,0.247500325,9,0,1,509.0
144683,40,7833,2,0.910766154,0.290400817,6,0,2,1162.0
144684,64,7587,0,1761.0,0.082235108,2,0,1,1244.0
144693,47,5600,0,0.039056564,0.242813783,9,0,1,967.0
144696,62,NA,NA,0.037590773,612.0,4,0,1,2393.0
144699,35,5459,3,0.726342711,0.263186813,10,0,0,922.0
144703,87,3900,0,0.652207038,1.088182517,11,0,1,209.0
144708,45,8242,1,0.008817562,0.224432852,8,0,1,314.0
144709,40,3485,2,0.028851958,0.006024096,4,0,0,1121.0
144710,50,3928,0,0.136763971,0.589717485,9,0,2,348.0
144712,46,9000,8,0.007940437,0.386401511,9,0,1,653.0
144714,38,NA,NA,0.068152467,1206.0,7,0,1,1159.0
144729,40,2200,2,0.124996489,0.751022263,6,0,1,897.0
144734,47,4000,0,0.00876306,0.106473382,4,0,0,3179.0
144735,48,NA,0,7.16632E-4,3603.0,15,0,3,2449.0
144739,51,8750,1,0.029119482,0.13861273,10,0,1,2051.0
144741,41,NA,0,0.908660471,1459.0,6,0,0,845.0
144742,46,3526,0,0.264191307,0.231074568,7,0,1,1136.0
144748,69,NA,0,0.00719928,2.0,2,0,0,924.0
144752,66,4600,0,0.026175615,0.222777657,8,0,1,1842.0
144756,65,NA,NA,0.002533164,1.0,2,0,0,770.0
144764,54,NA,0,0.489063164,6367.0,18,0,4,224.0
144765,41,NA,NA,0.089083387,2008.0,7,0,1,1570.0
144769,54,3038,1,0.190915295,0.871010201,10,0,2,899.0
144771,58,6083,1,0.743171461,0.554733728,12,0,1,1351.0
144783,48,5116,3,0.828363184,0.514363885,6,0,1,1519.0
144798,75,NA,0,0.233085544,184.0,7,0,0,1723.0
144810,52,12766,3,0.069941883,0.1759223,8,0,1,1690.0
144822,41,3614,0,0.320648853,0.965975104,7,0,2,663.0
144828,79,4500,0,0.009140716,0.027105088,11,0,0,548.0
144833,39,8289,0,0.152549906,0.227261761,9,0,1,825.0
144835,59,1535,1,0.584679346,1.257161458,10,0,1,1732.0
144843,77,15666,0,0.371782798,0.135635412,14,0,1,1518.0
144851,55,1250,2,0.026398944,3.269384492,8,0,3,1260.0
144852,54,NA,0,0.9999999,938.0,4,0,1,2841.0
144856,48,12000,2,0.009784962,0.331305725,11,0,4,357.0
144857,61,2624,0,0.001418104,0.224,8,0,0,507.0
144863,27,4683,1,0.381154711,0.15969257,5,0,0,925.0
144865,74,1351,0,1.006554827,0.425295858,6,0,0,1687.0
144871,54,NA,0,0.906693712,617.0,7,0,0,873.0
144880,43,3722,0,0.16656548,0.433252753,5,0,1,690.0
144882,36,NA,0,0.079688773,4049.0,8,0,2,2222.0
144886,54,3233,0,0.073552287,0.014842301,4,0,0,647.0
144911,39,2782,2,0.338302127,0.265900108,8,0,0,1079.0
144916,42,15800,2,0.265184555,0.608632365,9,0,3,1388.0
144918,45,9000,4,0.036206839,0.378846795,18,0,2,1202.0
144920,27,NA,NA,0.702864757,31.0,2,0,0,1457.0
144921,48,5947,2,0.00614198,0.377101547,7,0,2,614.0
144935,52,8516,0,0.551889622,0.292356464,5,0,2,1184.0
144945,59,2617,0,0.095642744,0.54316272,9,0,2,934.0
144949,32,4500,0,0.915084915,0.485003333,4,0,1,-3232.0
144952,35,7099,2,0.245625174,0.087464789,5,0,0,2378.0
144954,50,7574,2,0.365606894,0.102706271,5,0,0,1258.0
144959,45,5000,0,0.033150825,0.878824235,13,0,1,1227.0
144962,70,3293,0,0.019441656,0.004553734,6,0,0,5075.0
144969,77,6980,0,0.138849419,0.123334766,7,0,1,761.0
144970,46,9300,3,0.007279709,0.2077196,11,0,1,939.0
144975,62,6666,0,0.034104904,0.294135293,10,0,1,735.0
144976,35,NA,0,0.052353063,1708.0,7,0,1,639.0
144983,44,1960,0,0.05070329,1.242733299,11,0,1,1351.0
144986,27,NA,0,0.041778481,330.0,14,0,0,584.0
144988,63,11000,0,0.033722956,0.166712117,11,0,1,386.0
144993,55,1400,1,0.094635122,0.005710207,4,0,0,3121.0
144996,69,10500,0,0.192185895,0.207123131,16,0,1,1516.0
144997,42,NA,NA,0.895956295,2356.0,9,0,0,-1589.0
145002,62,11000,1,0.393835333,0.401963458,17,0,1,2332.0
145010,54,9166,0,0.055270002,0.198538235,40,0,0,3213.0
145012,50,6500,1,0.069186163,0.348869405,4,0,1,459.0
145017,69,6477,1,0.595666278,0.189719049,11,0,1,664.0
145028,48,9000,2,0.312006361,0.690367737,29,0,4,535.0
145031,61,13500,0,0.284828428,0.275016665,13,0,1,705.0
145032,69,8160,0,0.019156807,0.322509496,6,0,2,771.0
145035,69,NA,0,0.021906995,1317.0,9,0,2,995.0
145044,28,6250,3,0.06908456,0.517197248,12,0,2,-2920.0
145069,39,6000,2,0.287881105,0.318613564,10,0,2,759.0
145073,47,3250,0,0.234110636,0.412180867,7,0,1,935.0
145076,72,4300,0,0.675951632,0.814461753,16,0,2,1294.0
145080,82,3500,0,0.011373238,0.205655527,11,0,0,2193.0
145084,48,5450,2,0.814065885,0.232067511,7,3,0,-2539.0
145087,26,4202,3,0.305709842,0.69783488,11,0,3,2467.0
145092,32,3300,0,0.240231548,0.362011512,7,0,1,799.0
145117,53,10000,1,0.179279524,0.02169783,4,0,0,458.0
145124,73,2665,1,0.893421316,0.686796699,8,3,0,-3260.0
145127,53,4824,0,0.022809803,0.153367876,9,0,1,1191.0
145133,32,1166,0,0.925713758,2.423307626,4,1,1,-3179.0
145139,51,9395,2,0.5372545,0.135802469,9,0,2,2021.0
145140,38,5416,2,0.167501854,0.476278383,12,0,1,675.0
145148,31,1500,1,0.19838692,0.141239174,3,0,0,515.0
145151,30,5200,3,0.0499002,0.170544126,6,1,0,-5015.0
145156,55,4333,0,0.9999999,2.30734E-4,0,0,0,318.0
145161,60,8333,0,0.593482211,0.686105112,10,0,4,2317.0
145162,57,5666,1,0.441218939,0.659078878,17,0,2,3004.0
145163,69,2300,0,0.04047976,0.370708388,7,0,0,-1976.0
145165,50,8000,3,0.090019782,0.015373078,2,0,0,331.0
145168,62,NA,0,0.369521842,1351.0,9,0,0,1957.0
145169,58,NA,0,0.089142136,963.0,4,0,1,3031.0
145178,30,NA,0,0.947815368,849.0,4,2,0,-917.0
145179,46,NA,NA,0.075784843,11.0,1,0,0,2856.0
145182,74,3600,0,0.02985629,0.00860872,7,0,0,941.0
145184,41,2980,2,0.047446559,0.160013418,4,0,0,337.0
145185,50,6791,4,0.886697983,0.590842167,13,0,2,-722.0
145190,58,8200,1,0.075091764,0.057310084,4,0,0,1660.0
145191,38,4200,0,0.9999999,0.10426089,3,0,0,696.0
145196,71,4167,0,0.062052377,0.016074856,7,0,0,563.0
145198,50,6250,0,0.9999999,0.148616221,11,0,1,640.0
145200,41,2300,2,0.080545973,1.662755324,5,0,1,1741.0
145209,35,5850,2,0.082541703,0.331567253,5,0,1,407.0
145210,82,3261,0,0.019844275,0.009196812,4,0,0,561.0
145213,71,10000,1,0.008221103,0.079592041,13,1,1,1479.0
145217,61,3750,0,0.372914193,0.530791789,7,0,1,2526.0
145230,60,4750,0,6.48E-5,0.489370659,16,0,2,1915.0
145231,64,NA,0,0.167597291,4491.0,12,0,4,453.0
145245,66,5300,0,0.042847048,0.63327674,14,0,2,848.0
145254,59,1816,0,0.108521573,0.392405063,9,0,0,608.0
145259,47,6800,2,0.103718101,0.342743714,15,0,1,1066.0
145263,62,6499,1,0.007859007,0.29,9,0,2,1796.0
145265,34,NA,NA,0.108049553,1865.0,5,0,1,968.0
145269,50,NA,0,0.012923725,49.0,8,0,0,3682.0
145273,36,22000,2,0.696202532,0.110631335,10,0,0,1230.0
145284,46,10666,0,0.262165516,0.358770038,10,0,2,1794.0
145293,65,10500,0,0.546859127,0.337110751,23,0,2,2112.0
145294,56,2100,1,0.546897071,1.292717753,13,0,2,258.0
145295,44,9544,2,0.207948016,0.142482975,10,0,0,1245.0
145299,84,NA,NA,0.040585848,732.0,5,0,1,395.0
145308,57,4950,2,0.9999999,0.13754797,1,1,0,1650.0
145309,43,NA,0,0.900166389,751.0,3,0,0,1245.0
145312,77,2500,0,0.027900086,0.367852859,10,0,1,847.0
145313,44,7920,3,0.030701549,0.363464209,8,0,2,856.0
145318,30,916,0,0.002903132,1.911668484,7,0,1,1075.0
145319,68,7002,0,0.011997973,0.167642439,17,0,1,1979.0
145323,32,6000,0,0.552999484,0.155974004,6,0,0,1911.0
145325,48,19000,2,0.057284708,0.336771749,10,0,3,1922.0
145330,78,4150,1,0.010923569,0.330522766,17,0,1,847.0
145336,28,2083,0,0.902763889,0.626199616,8,0,0,2540.0
145357,67,NA,NA,0.009349533,5.0,1,0,0,2306.0
145359,73,NA,0,0.025961087,94.0,18,0,0,1316.0
145362,63,6500,1,0.658201327,0.524534687,8,0,1,1262.0
145364,53,3878,1,0.522028968,0.45965455,6,0,1,2335.0
145369,30,NA,3,0.001221082,1.0,4,0,0,1294.0
145373,65,6420,0,0.005297011,0.180190002,13,0,1,874.0
145376,39,6524,2,1.005228758,0.241072797,14,1,2,-1691.0
145378,64,3996,0,0.669931857,0.702276708,20,0,1,835.0
145384,37,3121,1,0.738798227,0.090326714,3,0,0,2309.0
145385,40,6033,2,0.374870817,0.622638382,9,0,1,2215.0
145388,37,2600,2,0.79149824,1.200692042,8,0,2,3690.0
145390,74,NA,0,0.021722811,2146.0,11,0,1,594.0
145391,68,0,0,0.005443637,651.0,6,0,0,1416.0
145395,56,6500,1,0.004838554,0.156898939,7,0,1,342.0
145397,34,7500,4,0.916925633,0.355819224,6,0,1,2176.0
145401,73,12887,0,0.517406283,0.793606456,18,0,4,324.0
145404,51,11500,3,0.024799173,0.188505347,4,0,2,1938.0
145406,57,4000,1,0.044144165,0.418395401,6,0,1,867.0
145423,58,NA,2,0.535893026,4213.0,11,0,2,1957.0
145424,71,23000,1,0.242065843,0.296334942,10,0,2,578.0
145428,66,NA,0,0.044071354,1211.0,3,0,2,3114.0
145433,57,NA,0,0.021239575,2113.0,5,0,1,802.0
145435,53,NA,2,0.641592514,1099.0,6,0,1,-1850.0
145445,50,NA,NA,0.030564419,972.0,5,0,1,1111.0
145447,60,5833,0,0.11425397,1.167466575,10,0,1,1612.0
145453,56,12500,0,0.045524652,0.588912887,10,0,6,6162.0
145460,48,5262,0,0.9999999,0.030780923,1,3,0,-5756.0
145462,39,6700,3,0.084084528,0.083569616,5,0,1,275.0
145470,53,7300,2,0.048368954,0.390905355,9,2,1,-1123.0
145474,50,6083,0,0.060572952,0.033859303,13,0,0,1767.0
145498,71,NA,3,0.276980738,1771.0,13,0,1,573.0
145499,59,9300,0,0.162014574,0.227179873,11,0,2,363.0
145500,41,9166,3,0.233849588,0.273371877,8,0,2,2605.0
145507,64,NA,0,0.011939289,43.0,8,0,0,426.0
145519,76,NA,NA,0.133528774,99.0,2,0,0,2496.0
145520,77,NA,NA,0.070118889,686.0,12,0,0,1672.0
145524,46,7609,1,0.210144746,0.211038108,6,0,2,1269.0
145525,51,8600,3,0.061077557,0.257876991,8,0,2,1900.0
145528,61,1000,0,0.403112614,2.332667333,11,0,1,2426.0
145532,60,3000,0,0.781090165,0.770409863,7,0,1,1866.0
145534,33,2700,0,0.254016954,0.293594965,6,0,0,1023.0
145536,51,16586,1,0.104377912,0.04563815,6,0,0,851.0
145537,54,0,3,0.041656086,340.0,6,0,0,1721.0
145539,74,9000,2,0.720327967,0.187756916,3,0,1,723.0
145549,66,7100,1,0.108772591,0.458386143,15,0,3,480.0
145556,58,NA,0,0.152824205,1158.0,10,0,1,848.0
145570,59,8617,1,0.302178411,0.548851242,18,0,3,1773.0
145573,45,0,0,0.063194677,5870.0,7,0,2,1978.0
145580,32,1016,0,0.00540644,0.381514258,8,0,0,1293.0
145588,52,10000,3,7452.0,0.351364864,5,0,2,638.0
145590,35,8000,3,0.156605424,0.573053368,9,0,2,294.0
145593,61,3700,0,0.529187377,0.261280735,13,0,0,-1910.0
145602,23,1666,0,0.764522174,0.283143371,5,0,1,1341.0
145603,74,4537,0,0.002380839,2.20361E-4,6,0,0,2524.0
145606,46,5000,0,0.600498823,0.656268746,21,0,2,-1808.0
145608,61,10373,0,0.088755885,0.236070947,8,0,4,1709.0
145610,42,NA,0,0.322733863,1511.0,9,0,1,1648.0
145615,40,12000,1,0.021016727,0.182401467,13,0,1,1265.0
145621,90,NA,NA,0.001708636,1.0,2,0,0,377.0
145626,44,10000,3,0.191078269,0.01689831,2,0,0,686.0
145637,29,4400,1,0.9999999,0.018177687,1,2,0,-652.0
145644,39,6500,2,0.180815116,0.222888786,6,0,2,1404.0
145650,50,NA,0,0.034985402,1623.0,35,0,2,1548.0
145656,43,7249,4,0.029005321,0.428413793,13,0,2,1260.0
145659,52,5058,0,0.001926266,0.298280293,9,0,1,685.0
145667,65,3200,0,0.849620051,0.811621368,8,0,2,-1478.0
145669,60,13100,0,0.887629374,0.364933975,18,0,1,801.0
145670,41,6600,0,0.045070206,0.334494774,15,0,2,683.0
145672,41,13333,2,0.100963421,0.272311384,10,0,2,2315.0
145674,46,4060,0,0.997231195,0.324796848,11,0,0,1449.0
145676,34,4700,1,1.115128449,0.132099553,4,0,0,-3930.0
145690,40,8333,0,0.496777857,0.080513559,7,0,0,734.0
145695,63,NA,2,0.273169583,1996.0,9,0,2,1379.0
145703,63,8583,1,0.009363211,0.491612302,11,0,4,1057.0
145709,71,7629,0,0.548022599,0.466186107,8,0,1,542.0
145714,23,5000,2,1.023784902,0.017796441,1,0,0,630.0
145718,36,2580,2,0.062180385,0.123982952,6,0,0,1285.0
145723,39,2000,0,0.101226678,0.014492754,5,0,0,2613.0
145727,79,9061,1,0.246308188,0.309423968,19,0,1,1480.0
145731,42,2142,0,0.034458132,0.076061596,5,0,0,425.0
145739,42,4253,3,0.159748582,0.029384109,4,0,0,553.0
145750,62,26000,0,0.887508719,0.320487674,19,0,2,3045.0
145751,31,6000,0,0.661516954,0.455924013,18,0,0,1521.0
145756,74,NA,0,0.155526457,354.0,2,0,1,430.0
145759,49,7966,1,3.06112E-4,0.651060625,10,0,2,767.0
145762,39,2700,1,0.923313557,0.277674935,4,0,0,-840.0
145764,28,0,0,0.856989823,414.0,11,0,0,1089.0
145767,43,5868,0,0.367072659,0.384903731,9,0,1,889.0
145773,56,11900,0,0.109760271,0.050331905,9,0,0,1298.0
145777,41,3094,0,0.601699858,0.3453958,4,0,0,446.0
145780,21,1370,0,0.101123596,0.001458789,2,0,0,-1684.0
145783,47,NA,0,0.567101788,3891.0,14,0,2,860.0
145786,36,NA,NA,0.231773816,3511.0,7,0,2,2395.0
145789,39,1474,0,1.012250161,0.402711864,10,0,0,-876.0
145803,51,6250,0,0.018038323,0.203967365,23,0,2,829.0
145809,65,4050,1,0.133175461,0.215749198,19,0,0,2032.0
145821,33,NA,0,0.092207183,241.0,10,0,0,615.0
145828,43,NA,0,0.040472044,2590.0,8,0,1,906.0
145837,63,2000,1,0.063598651,0.217391304,9,0,0,5510.0
145841,46,6736,0,0.9999999,0.373608431,3,0,1,-3228.0
145842,61,8154,0,0.144389193,0.360882894,22,0,2,803.0
145845,67,NA,1,0.033209944,56.0,4,0,0,1081.0
145851,54,12200,2,0.030781259,0.055487255,3,0,1,1031.0
145852,38,3500,0,0.161924381,0.838046272,7,0,1,1083.0
145856,41,50000,2,0.097708432,0.316273675,12,0,7,960.0
145858,80,3925,0,0.032827454,0.383087112,7,0,1,1020.0
145862,47,2500,1,0.570147662,2.137544982,4,0,1,1097.0
145866,45,6081,2,0.879738206,0.312068399,5,0,0,2730.0
145873,41,5000,3,0.857732546,0.408718256,10,0,1,964.0
145879,37,3500,0,0.075902803,0.102542131,3,0,0,812.0
145881,56,NA,0,0.063459041,1488.0,12,0,1,1165.0
145883,49,20916,2,0.943800955,0.366209303,9,0,2,729.0
145884,36,3800,5,0.366494985,0.434622468,6,0,1,1297.0
145887,63,5396,0,0.019259615,0.774689642,6,0,2,2222.0
145888,53,5822,1,0.029569658,0.105787395,13,0,0,645.0
145891,49,9450,3,0.301324655,0.201248545,12,0,0,1381.0
145894,36,6433,1,0.565546651,0.129313025,5,0,0,1309.0
145904,65,14300,0,0.006243075,0.200265716,5,0,1,1284.0
145906,63,4488,0,0.725709716,0.012029405,2,1,0,996.0
145909,62,5642,0,0.026788997,0.40545809,19,0,5,1111.0
145917,59,5533,1,0.604822644,0.595771594,13,0,1,665.0
145920,48,8688,2,0.493449652,0.616756819,16,0,1,1472.0
145922,49,5683,1,0.381169757,0.337438424,14,0,1,1652.0
145923,39,5624,1,0.726855664,0.5216,7,0,2,5122.0
145926,50,5519,2,0.208142976,0.35942029,10,0,1,1175.0
145928,52,NA,0,0.377641142,4387.0,11,0,2,689.0
145934,63,11392,0,0.001481454,0.066356535,5,0,0,1334.0
145939,47,NA,0,0.070572099,2130.0,4,0,1,678.0
145940,54,2750,0,0.344152737,2.711741185,24,0,3,2022.0
145942,68,6000,1,0.014507638,0.006665556,10,0,0,1021.0
145945,62,8000,0,0.048112911,0.145606799,6,0,1,1289.0
145959,81,4916,0,0.008586695,0.206019931,14,0,1,1194.0
145963,44,1517,0,0.5656435,2.727931489,9,0,3,1009.0
145972,61,1200,3,0.549187417,5.825978351,18,0,2,846.0
145973,73,NA,0,0.51748695,928.0,9,0,1,2766.0
145979,46,3000,2,0.026965768,0.700433189,9,0,1,762.0
145992,32,6670,0,0.154687564,0.029081097,5,0,0,426.0
145995,64,NA,NA,0.309283634,2262.0,10,0,1,1030.0
146004,55,1750,2,0.079620937,0.483152484,5,0,1,805.0
146005,48,3000,3,0.094878347,0.930023326,11,0,2,1598.0
146007,22,929,0,0.577474175,0.062365591,4,0,0,3035.0
146010,55,3650,1,0.131475946,0.876472199,15,0,1,1034.0
146012,65,8916,0,0.912924362,0.83368846,10,0,5,1493.0
146017,60,NA,0,0.252233036,56.0,1,0,0,1360.0
146021,45,13450,0,0.492214508,0.11203628,7,0,0,2236.0
146025,28,3500,0,0.346318092,0.285061411,4,0,0,367.0
146029,35,60000,3,0.08091538,0.266312228,10,0,5,1185.0
146033,56,6083,3,0.941009408,0.223208416,8,0,0,849.0
146034,48,4246,2,0.523619095,0.741935484,4,0,1,1524.0
146035,58,4625,0,0.01577375,0.193471682,12,0,0,566.0
146036,52,9333,3,0.038448472,0.530426398,10,0,3,1295.0
146038,47,5922,0,0.095735816,0.02009117,2,0,0,843.0
146043,95,NA,0,0.010142495,8.0,2,0,0,207.0
146046,45,8333,0,0.007897978,0.207583393,6,0,1,1009.0
146054,44,5056,2,2.245847176,0.304132885,3,2,0,898.0
146060,55,NA,1,0.030362832,1557.0,6,0,1,994.0
146065,65,5300,2,0.025638504,0.004338804,3,0,0,521.0
146071,57,NA,0,0.001648604,1180.0,10,0,1,1633.0
146081,51,16934,3,0.037600657,0.285503395,11,0,2,2459.0
146083,66,6666,0,0.004822115,8.99955E-4,6,0,0,1099.0
146085,56,3725,0,0.999300797,0.173376275,7,1,0,-1900.0
146089,74,NA,0,1.0,1085.0,5,0,1,1438.0
146091,49,3567,0,0.954941591,0.825672646,18,0,1,2800.0
146099,57,9563,0,8.09202E-4,0.353826851,9,0,3,1559.0
146100,90,8000,0,0.005030692,0.001124859,4,0,0,1948.0
146112,49,6000,2,0.26879328,0.397433761,12,0,1,797.0
146119,36,3939,1,0.9999999,0.156091371,1,2,0,998.0
146122,43,2200,0,0.019910226,0.083144025,3,0,0,898.0
146123,81,2500,0,0.03086475,0.056777289,13,0,0,1068.0
146130,47,12482,1,0.489173399,0.414643916,9,0,2,249.0
146137,57,2700,2,0.01293867,0.430211033,16,0,1,1204.0
146139,54,1250,0,0.060743256,0.502797762,10,0,1,452.0
146142,47,15000,4,0.664564747,0.619892007,21,0,2,3461.0
146143,54,7083,0,0.943599385,0.064370412,11,0,0,-2373.0
146144,60,21583,1,0.495615298,0.026269459,3,0,0,2637.0
146155,51,NA,0,0.9999999,939.0,6,0,0,804.0
146156,48,8833,3,0.043858425,0.261150102,7,0,1,2624.0
146157,51,8400,1,0.591229093,0.308772765,12,0,1,745.0
146163,65,NA,0,0.005092887,1777.0,22,0,2,332.0
146169,72,NA,0,0.00579971,29.0,1,0,0,354.0
146172,46,NA,NA,0.003653025,92.0,8,0,0,1343.0
146175,39,1300,0,0.085044619,0.305918524,3,0,0,307.0
146176,68,NA,0,0.9999999,1049.0,2,0,1,1133.0
146179,65,4138,0,0.075979182,0.859627929,9,0,1,336.0
146181,69,NA,0,0.208604687,2011.0,5,0,1,1008.0
146186,56,7166,1,0.612473221,0.613227292,18,0,1,2231.0
146192,65,10000,2,0.143057621,0.147085291,13,0,0,762.0
146201,48,2600,0,0.900885461,0.109188774,8,0,0,1394.0
146212,52,5583,1,0.097988109,0.249820917,11,0,1,4384.0
146214,70,10333,0,0.021442773,0.412521773,18,0,3,936.0
146216,34,NA,0,0.9999999,1330.0,2,3,0,-1176.0
146218,29,3100,0,0.055578766,0.419219607,20,0,0,2193.0
146224,82,NA,0,0.028087203,34.0,5,0,0,1492.0
146228,87,NA,0,0.02195458,14.0,2,0,0,200.0
146229,31,NA,0,0.9999999,17.0,0,0,0,552.0
146233,65,6666,0,0.10978326,0.323083846,12,0,1,1095.0
146251,30,5993,0,0.208639568,0.387721054,5,0,2,878.0
146256,75,701,0,0.554802511,2.62962963,5,0,2,996.0
146277,43,5070,0,0.9999999,0.410569907,4,0,2,1329.0
146279,52,5535,1,0.030186211,0.26607659,8,0,2,1590.0
146285,71,NA,0,0.004074044,3427.0,14,0,5,1257.0
146288,49,13330,0,0.819812823,0.147475808,13,0,0,976.0
146291,35,5666,1,0.023225366,0.562378684,15,0,1,364.0
146295,62,NA,NA,0.578100761,949.0,21,0,0,1065.0
146301,47,3932,0,0.278252617,0.721078057,20,0,2,1143.0
146302,47,2000,1,6.94425E-4,0.538730635,7,0,1,1449.0
146303,30,200,0,0.425534154,11.25870647,6,0,2,758.0
146315,85,5339,0,0.014865676,0.001123596,4,0,0,367.0
146316,46,NA,0,0.017289765,3203.0,6,0,1,438.0
146332,45,26100,2,0.17320141,0.073483775,10,0,1,450.0
146334,33,8502,3,0.632149328,0.508996825,13,0,2,951.0
146339,55,20800,0,0.171840626,0.270708139,9,0,4,1712.0
146364,60,NA,0,0.9999999,982.0,3,0,2,326.0
146371,60,NA,NA,0.029107245,831.0,11,0,1,348.0
146372,41,300,0,0.972781558,5.219269103,4,1,0,-916.0
146373,67,11166,1,0.006726696,0.202561118,17,0,2,1834.0
146375,39,3200,0,0.780888445,0.106841612,8,0,0,622.0
146379,63,9500,1,0.199640018,0.138090727,6,0,1,2804.0
146380,63,4167,0,0.08947193,0.013195777,6,0,0,294.0
146382,40,4166,0,0.20784508,0.351091913,7,0,1,1002.0
146387,59,10500,0,0.026411207,0.430911342,22,0,2,176.0
146392,38,3975,1,0.10313191,0.223843058,8,0,0,1818.0
146394,60,NA,0,2.97293E-4,2.0,7,0,0,586.0
146396,55,15000,2,0.18479664,0.080061329,8,0,0,886.0
146397,45,10158,0,0.325827108,0.327295994,14,0,1,2125.0
146399,40,9166,3,0.98763223,0.467873895,6,0,2,934.0
146402,41,1500,0,0.373588114,0.183211193,4,0,0,1442.0
146415,49,NA,1,0.089372562,973.0,10,0,1,187.0
146416,41,6500,0,0.035118603,0.014766959,12,0,0,678.0
146419,56,10000,0,0.010101524,0.354464554,19,0,2,735.0
146422,69,5300,0,0.341612492,0.280135823,13,0,2,308.0
146423,73,NA,0,0.014107187,507.0,12,0,0,939.0
146426,72,6666,0,0.851850364,0.624418779,9,0,3,350.0
146433,85,NA,0,0.076728218,1535.0,5,0,1,1546.0
146436,48,5333,0,0.232635308,0.240532433,8,0,1,3412.0
146437,62,NA,0,0.9999999,1323.0,6,0,2,-2948.0
146444,36,6430,2,1.157944814,0.072461515,9,2,0,-1295.0
146458,50,9515,2,0.67095414,0.212589323,10,0,0,713.0
146470,66,NA,0,0.303434828,3707.0,11,0,2,1461.0
146474,32,4500,0,0.003363483,0.122417241,13,0,0,545.0
146477,61,805,0,0.488817039,0.760545906,7,0,0,552.0
146480,72,NA,0,0.029959384,522.0,15,0,1,1014.0
146489,32,1800,2,1.034353529,0.43420322,4,1,0,-532.0
146492,48,1500,0,0.060508063,2.199866755,11,0,3,874.0
146499,40,5000,3,0.289855072,0.694061188,7,0,2,4458.0
146507,36,11909,1,0.08884835,0.224265323,9,0,1,3193.0
146513,39,8220,3,0.033205752,0.369663058,7,0,1,896.0
146514,59,6000,0,0.007012524,0.701549742,14,0,2,1134.0
